sim_num,team_a_cats,team_b_cats,ties,winner,team_a_FGM,team_a_FGA,team_a_FTM,team_a_FTA,team_a_FG3M,team_a_FG3A,team_a_PTS,team_a_REB,team_a_AST,team_a_STL,team_a_BLK,team_a_TOV,team_a_DD,team_b_FGM,team_b_FGA,team_b_FTM,team_b_FTA,team_b_FG3M,team_b_FG3A,team_b_PTS,team_b_REB,team_b_AST,team_b_STL,team_b_BLK,team_b_TOV,team_b_DD
468,7,4,0,A,169,347,61,104,35,133,529,164,99,33,23,49,5,185,385,107,146,29,106,515,169,118,18,19,55,3
469,3,7,1,B,213,405,89,130,24,152,643,174,104,33,19,40,5,180,366,98,127,27,116,476,190,116,21,20,40,6
470,6,5,0,A,168,380,108,126,33,146,485,174,95,26,20,38,2,156,370,98,146,23,120,562,209,112,21,22,49,7
471,5,4,2,A,214,404,104,134,43,126,521,210,89,31,23,66,5,179,307,83,144,31,113,478,197,125,31,24,49,5
472,3,8,0,B,167,342,116,138,32,146,521,199,95,27,14,51,7,174,329,98,131,34,108,523,165,113,28,26,33,2
473,6,5,0,A,144,369,70,106,38,147,593,179,106,36,37,37,5,210,409,103,135,39,136,469,154,131,32,16,53,4
474,6,5,0,A,204,384,78,99,31,138,496,156,93,37,26,40,2,183,359,73,118,30,133,520,192,165,30,13,63,9
475,6,5,0,A,168,350,86,129,47,148,505,166,86,35,22,55,2,184,394,88,118,34,114,525,190,135,25,14,64,7
476,6,5,0,A,217,431,103,140,34,132,518,154,67,22,37,43,6,211,425,73,121,37,132,508,175,116,31,16,51,5
477,5,6,0,B,195,404,89,128,38,174,486,189,119,20,28,48,5,212,417,86,137,37,110,548,126,138,35,16,40,2
478,5,6,0,B,167,382,83,117,34,150,555,190,101,22,29,58,6,189,400,79,133,46,129,427,181,133,32,8,49,4
479,3,6,2,B,229,435,123,154,39,136,557,176,87,32,19,41,4,180,346,118,145,39,128,559,200,104,16,19,51,8
480,5,5,1,TIE,201,374,107,142,36,137,456,165,111,27,31,58,7,211,401,66,130,16,110,582,181,124,29,12,40,7
481,3,8,0,B,172,362,52,96,26,147,514,150,89,30,18,51,4,188,339,77,121,41,119,500,123,113,31,24,48,3
482,3,8,0,B,197,384,118,158,31,141,463,184,100,33,25,51,4,199,422,103,130,43,115,536,188,132,20,14,46,7
483,3,8,0,B,190,386,80,131,38,143,460,154,98,22,15,52,5,209,386,94,133,21,111,494,166,128,37,17,59,8
484,8,3,0,A,233,434,94,152,51,151,533,165,122,29,22,40,6,195,390,105,142,43,125,518,154,127,19,18,44,3
485,5,5,1,TIE,166,431,76,108,28,125,618,188,103,34,28,53,8,167,379,83,152,37,133,520,217,99,23,7,50,8
486,6,4,1,A,182,400,114,149,41,145,584,177,100,26,42,62,7,213,419,94,136,26,127,500,166,138,32,13,35,7
487,6,5,0,A,201,431,94,132,40,137,566,183,94,29,23,41,5,198,355,108,152,29,117,471,180,116,37,28,47,6
488,6,5,0,A,190,407,118,142,43,139,610,161,90,31,27,63,4,184,379,89,149,31,107,552,202,126,29,15,49,8
489,4,7,0,B,174,375,83,117,31,149,575,179,103,35,22,51,5,212,394,94,160,40,134,593,181,114,30,10,52,6
490,5,6,0,B,144,409,72,102,33,167,486,156,146,29,22,54,6,184,368,63,122,25,108,531,214,127,30,14,57,10
491,3,8,0,B,183,360,93,129,34,133,542,170,81,32,27,28,3,197,371,97,132,39,103,472,179,84,40,10,53,5
492,8,3,0,A,192,398,110,137,43,173,520,199,115,28,21,56,9,150,373,112,136,30,130,498,186,131,26,13,42,4
493,4,6,1,B,170,401,105,138,39,175,556,156,113,29,26,58,5,174,365,77,111,29,91,592,165,146,27,10,58,6
494,5,6,0,B,173,387,77,108,37,127,540,172,106,22,18,43,4,183,400,95,144,29,116,562,181,119,33,13,54,6
495,5,6,0,B,184,423,85,105,38,160,499,147,121,29,25,58,3,200,371,82,125,22,113,520,165,112,18,26,54,6
496,5,6,0,B,178,424,85,112,38,147,639,164,113,32,27,71,5,213,438,87,115,29,133,472,185,122,38,22,39,6
497,2,8,1,B,166,395,72,133,34,147,469,168,106,31,20,52,6,200,341,88,136,47,140,502,187,98,33,18,37,6
498,5,6,0,B,225,426,83,119,51,152,552,206,80,26,16,48,4,222,418,117,149,34,124,541,175,137,47,10,41,5
499,6,5,0,A,198,403,87,129,23,139,528,160,125,25,18,50,6,197,347,56,97,33,110,486,201,114,36,16,63,5
